,tweet
232512,"The Guthrie vs Trump debate
"
232688,"@drewmagary @IChotiner The thing though, is anyone watching this is already on his team. Unlike a debate.
"
232806,"RT @RealEricCarmen: @TuckerCarlson Hey, Tucker! This might be worth bringing up on Monday.
"
232929,"@DarnelSugarfoo @dbondrn She is like the others, she wants to debate @realDonaldTrump instead of being moderator.  #FakeNews #TrumpPence2020
"
233004,"RT @lotusflowerom: President fuckface is losing his shit.  OMFG. https://t.co/cinYocHJ4B
"
233020,"@ForAmerica This is turning out to be @SavannahGuthrie against @realDonaldTrump debate!!! @NBCNews is so biased!!!
"
233241,"@RebeccaIngham @JoeBiden His not even on in my area. They are playing the Senators debate.
"
233342,"She was always a bad candidate who benefited from a demoralized Dem voter base in 2014.
"
233550,"@DLoesch @SavannahGuthrie THEY KNOW ....THEY ALL KNOW. recycled questions from the TRUMP WALLACE debate.
"
233852,"@jdobbsrosa That would be better than another debate.
"
233862,"That's exactly what I'm seeing.
"
233870,"And he is still winning
"
234148,"@CalebJHull Because Bunker Boy was scared of a virtual debate, that's why
"
234205,"@RexChapman This is a town hall not a debate between the moderator and POTUS. #FireSavannahGuthrie
"
234223,"@JamesGRickards This Trump vs Savanah debate is on fire!
"
234338,"If they think it'll drive me to watch a debate, they are wrong
"
234495,"Damn. Is there anything unbiased about this election? no
"
234543,"@ScullySmollett @SavannahGuthrie Does she think this town hall was supposed to be a debate? Wowzers, she needs to chill!
"
234575,"RT @wijim500: After watching the @SavannahGuthrie v. @realDonaldTrump debate, I will be voting Trump.
"
234745,"RT @Biden_WI: We are having a #BidenTownHall and not a debate because Donald Trump failed dealing with the coronavirus.
"
234889,"RT @Katvat77: Me too so I bailed.....#Tucker is on.
"
235049,"I thought @SavannahGuthrie was surrogate for @JoeBiden for debate ???
"
235136,"He probably had a positive test before the debate.   https://t.co/0vtGJAri9V
"
235245,"Trump knows...he always knows
"
235509,"What in the fresh fuck does this even mean dude
"
235669,"I want to hear the candidate talk and answer questions from voters, not hear a debate from the moderator. #TrumpTownHall
"
235715,"Why does he have to yell at Savannah and the poor audience? I'm switching to Biden! #BidenTownHall
"
235736,"@LATiffani1 If I had known it was a 30 minute debate on masks, I would of started drinking earlier!
"
235848,"@djrothkopf Liar are we watching the same high Octane debate?
"
235860,"RT @mickeylulu: @NBC we want questions answered not a Guthrie debate. Tell her to chill. #Trumptownhall
"
235932,"trump and biden literally both doing town hall events rn but couldnt do a debate lol
"
235970,"@NBC29 The whole dam debate.
"
235977,"Bully yelling loud at women at this debate and lying his ass off. https://t.co/CPYwT76hqS
"
236052,"@emilyfavreau @SavannahGuthrie I agree but who is the plant behind Trump?? Keeps nodding at everything he says. Negotiated into the debate?
"
236079,"Is it a TownHall with Trump or a Debate with the Commentator?  5 questions from voters after 40 minutes?
"
236146,"You are the #FakePresident so you deserve #FakeNewsMedia like @OANN.
"
236206,"What a bitch she is
"
236307,"#NBC please explain to #SavannahGuthrie the difference between the #TownHall and personal #debate 
"
236324,"@acitrep I have a stockpile for the last debate
"
236454,"RT @AlexCSinger16: She was always a bad candidate who benefited from a demoralized Dem voter base in 2014. https://t.co/L9ZBLteqqP
"
236477,"Donald Trump is not a conventional presidential candidate.
"
236563,"Trump.
"
236706,"@catturd2 I think she wants to debate him .But you can see her hate
"
236767,"He always has to debate the moderators!
"
236945,"Debate with Savanna. Trump winning!
"
236975,"@greggutfeld Trump is winning debate with Guthrie!
"
237031,"I switched it off, ridiculous Guthrie is so unprofessional. Clearly, MNBC has low/no standards for their employees!
"
237075,"@dbongino We had a debate club back in junior high. She reminds me of an annoying girl that was in it. Sophomoric attempt at best.
"
237359,"@CortesSteve President SHOULD NOT DO THE LAST DEBATE.
"
237489,"tfw you spot an analogy that's not 100% perfect. (i.e. an actually analogy, rather than an identity).
"
237631,"@funder his first debate was exactly the same way,  and the same thing was said about him.
"
237724,"@SandyForLiberty Trump is doing much better than in hid debate with Biden
"
237760,"And not with you or your besties Greg? Go find some more conspiracy theories ..
"
237799,"@dbongino The Guthrie vs Trump debate
"
237806,"RT @WillMcAvoyACN: Iowa is weird. https://t.co/xgnF9TIJU8
"
237840,"@dbongino She is losing this debate against President Trump! #Debates2020 #debate #Trump2020Landslide
"
237881,"RT @cjtruth: Trump knows...he always knows
"
237989,"Is there anyway to make you go away for good?
"
238018,"RT @cjtruth: Trump knows...he always knows https://t.co/qyxhETbZAw
"
238108,"@SavannahGuthrie Damn Karen this isn't a debate!
"
238201,"..and @SavannahGuthrie is getting slayed!
"
238405,"Ugh. This is the worst debate ever!
"
238478,"Thought this was supposed to be for the people not a personal debate with savanna
"
238526,"If he did he would quickly and emphatically say so. His silence says he didn't. Is anyone surprise?
"
238548,"RT @koordell: the debate summarized https://t.co/vwdkkcHO1C
"
238677,"@SavannahGuthrie just embarrassing that a town hall is becoming a 2 person debate. ABC has George lobbing softballs
"
238743,"ASTROS IN 7 TELL DEBATE YA DRUNK UNCLE
"
238881,"RT @iammeq1: @kate_awakening Why is @POTUS  being forced to debate this moderator?  Savannah is downright pugnacious.
"
238953,"@AriFleischer Trump shouldn't have bowed out of the second debate.
"
238999,"Are you surprised that she is adversarial to @#trump but mr milquetoast on @ABC is not toward @JoeBiden
"
239141,"@KatiePavlich Maybe they should...debate.
"
239149,"I want Savannah Guthrie to moderate every political debate ever. #presidentialtownhalls #PresidentialDebate2020
"
239206,"@dbongino She is confused thinking she is actually there to debate Donald, not moderate a town hall. Shame on @SavannahGuthrie
"
239280,"@MPatriot89 Trump is doing really good at the Town Hall Debate.
"
239553,"@TPPatriots He was too scared to debate Biden, so here he is.
"
239614,"First Chris Wallace now this shrill hack.
"
239716,"Am I streaming Joe Biden's debate on all streaming platforms right now? Hell yes, giving him views like a kpop stan
"
239740,"So great, even the next debate is going to be moderated by an NBC hack.
"
239780,"Has anyone got a clock on Trump vs Guthrie debate?
"
239886,"#nhpolitics 
"
239888,"@AriFleischer 45* should have stuck with the remote debate, huh?
"
239933,"the trump debate [ this is what the KGB did to people ]
"
240033,"@SavannahGuthrie needs to moderate the last debate. Throw out anyone else #TownHall
"
240157,"RT @trawetsla: @BillOReilly your President backed out of this debate, Mr. 32 Million Dollar Man
"
240203,"What kind of Townhall is this?
"
240210,"RT @fjm1947: And it's BS she's not suppose to debating him it's a Town Hall for the people not her https://t.co/tR7BllGUZB
"
240261,"RT @kitten4trump: It sounds like she's debating him..what a slime
"
240284,"Listening to a screeching liberal on NBC is painful.
"
240353,"RT @ashleyjliao: #TrumpTownHall is more like a debate and the moderator is grilling him hahahahahaha i love this
"
240521,"But also filed under ""Things Trump Will Never Say""....
"
240583,"RT @PatriotClaudia: Savannah's making a damn fool of herself just like Megyn Kelly and Chris Wallace. Why are Democrats such slow learners?
"
240610,"@FoxNews Maybe it's time for #ChrisWallace to go. I'm beginning to get tired of your mostly liberal agenda.
"
240699,"@MZHemingway No ma'am you aren't. A debate has broken out in a ""town hall"".
"
240719,"Be he has the best memory ever???
"
240891,"@megynkelly I would certainly hope so considering this isn't a debate &amp; that bar is was set way, way low.
"
241057,"@McKaylaRoseJ Yes this is a debate not a Town Hall
"
241068,"RT @moll1021: This definitely beats the Trump Wallace debate https://t.co/4FmL6BqR0P
"
241082,"@cjtruth She is disrespectful and over aggressive. This was supposed to be a town hall not a debate with a POS media prop.
"
241131,"@atrupar Tell me again about all the ppl tweeting about Harris and weird facial expressions during her debate? Just watch this ass.
"
241156,"@PaigeGover @megynkelly It's a debate between Savannah Guthrie and I were president.
"
241405,"If Guthrie can debate Trump why can Biden? #JoeBidenUkraineScandal
"
241485,"@FairPlayEsports StarCraft is the GOAT of esports. No debate.
"
241513,"Reminder: the final presidential debate is still on track for next Thursday.
"
241527,"I think corona made Trump stronger. He's really sharp and well spoken for the debate against @SavannahGuthrie
"
241714,"@mattcarlson53 you think his debate performance was better?
"
241724,"@realMarkHohe @CortesSteve @GStephanopoulos @ABC Trump backed out of the scheduled debate. He quit!
"
241781,"@_KyraDavis @FrankLuntz @GStephanopoulos @SavannahGuthrie so they couldn't have a debate because of COVID...but they can have a town hall?
"
241925,"@C4CEO @IndianaMAGAMike The audience is only there as a prop and cover for the Trump/Guthrie debate.
"
241971,"When has the MSM ever been ashamed of anything they do?
"
242189,"Gitmo Bound Witch https://t.co/Rnaquk5Nhf
"
242195,"@SavannahGuthrie Is this a townhall or a debate between you and @POTUS ?
"
242210,"Was I mistaken? Does the #TrumpTownHall start at 9 and he has to debate the moderator from 8-9?
"
242231,"@ChrisStigall @BbBarbb She acts like this is a debate between her and Trump!
"
242247,"#nbctownhall this is a real debate
"
242387,"@dbongino This is not supposed to be a debate!
"
242456,"So there is a  debate tonight. It just happens to be between @POTUS &amp; mean girl @SavannahGuthrie
"
242674,"RT @ToddPratt07: ..and @SavannahGuthrie is getting slayed!
"
242694,"@greggutfeld @seanmdav Biden Town Hall: Slow pitch softball.
"
242763,"Why does a conservative never monitor a debate
"
242771,"This ""Town Hall"" turned debate makes Trump look like a strong leader. And, makes the media look ridiculous.
"
242794,"The man is a Prophet.
"
242956,"RT @DiesIra40315598: Crisis in the Church is an understatement...
"
243128,"#TrumpTownHall savannah is bordering on histrionics.
"
243175,"RT @conidave: I thought this was cancelled?
"
243225,"@hucklebee_sarah Is this a Town Hall or a debate?
"
243273,"I thought this was a town hall for the voters. Not another debate! @SavannahGuthrie @NBC
"
243361,"RT @RealSharonUSA: Savannah Guthrie behavior is antagonistic.
"
243477,"the debate is in 13 mins right??
"
243499,"And Trump is winning
"
243503,"@revjmcguire What are you talking about?  Trump won the debate from the tag team of Biden-Wallace.
"
243690,"@greggutfeld Biden couldnt debate because os covid concerns. There is a debate going in right now.
"
243709,"Guthrie is debating Trump. Not a town hall.  She did not debate Biden but kissed his butt.
"
243729,"Hey @SavannahGuthrie, you prepared very well for your debate tonight. #TrumpTownHall
"
243768,"@Kmpool @IngrahamAngle It seems like a debate because all he does is LIE... https://t.co/bViuELRUws
"
243879,"@mercedesschlapp @SavannahGuthrie @JoeBiden I thought it was supposed to be a town hall, not a debate with the reporter.
"
243949,"AR PBS Debate Closing https://t.co/3wdZx2idEA via @YouTube
"
244023,"A debate on reimagining health insurance: Video from MedCity https://t.co/WbBtm5s614 #clipo #medicalfever #medicalnews #medicalupdates
"
244067,"@realDonaldTrump President Trump vs Savannah in a Town Hall debate! Forget Biden!
"
244164,"What? Probably? 
"
244222,"Town hall my ass... this is a Trump vs Savanah Gunthrie debate. #TrumpTownHall #TownHalls
"
244259,"It sounds like. Debate with Savanah! Unfair! Biased!
"
244271,"RT @realDailyWire: BREAKING: C-SPAN Suspends Debate Moderator For Lying About Twitter Hack https://t.co/8tdRbrWFnd https://t.co/Z43SIXcKrP
"
244411,"@JBFlint @WSJ Crock of $#|+!. Trump decided to not partake in the debate. One should not be rewarded for not liking the rules.
"
244567,"@katiecouric @realDonaldTrump The woman on the seat across from him seems to want to debate and not moderate.
"
244588,"RT @MajorPatriot: The man is a Prophet. https://t.co/p1jEUdRLsn
"
244628,"RT @MajorPatriot: The man is a Prophet.
"
244638,"Yeah, Trump is kicking ass.
"
244645,"@sandyleevincent Joe Biden wishes he could debate Trump as cogently as Savannah Greasy Guthrie.
"
244661,"North Carolina Gubernatorial Candidates Debate School Openings, COVID-19 Response https://t.co/H7G5Y6mfVH
"
244674,"So...is this a town hall or a long form interview/debate on NBC?
"
244689,"@realDonaldTrump is a liar.
"
244745,"Biden just 100 million people have pre existing conditions? We only have three million people!
"
245098,"tune in to NBC and watch President Trump debate Savannah Guthrie
"
245254,"Wallace vs. Trump 2.0
"
245268,"Trump is in another debate while Biden is having a normal conversation
"
245280,"@RichardGrenell @SavannahGuthrie @nbc It seems to be a debate with her vs a townhall
"
245344,"@realDonaldTrump @NBCNews @cspan You flunked another debate!!
"
245383,"@JohnJHarwood I didn't think he could perform more poorly than he did in the debate but, here we are ...
"
245406,"@SavannahGuthrie Guess I don't know what a moderator or town hall is. Seems like you want to debate the president. Let the people speak!
"
245565,"""Submit your question for the FOX Bet Super 6 Debate contest"" &gt; https://t.co/QcFO2oVMSR #technews #technology #news https://t.co/4eurFw0MrD
"
245792,"@ProjectVirginia Was hoping to see a town hall, not a debate with Savannah who is constantly interrupting responses to Constituent question.
"
245816,"@NBCNews waste of time
"
245925,"@MSNBC Is this a town hall or debate with @SavannahGuthrie ?
"
246183,"RT @Boricua_En_Maui: #BidenTownHall is so much better than any debate with Orange Interruptus.
"
246200,"This might be my favorite presidential debate format ever.
"
246210,"Well he is doing what he knows how to do-ANNOY PPL!
"
246554,"@rmttn We must have been warching a different debate.  He bombed.
"
247105,"RT @LibsRLunes: Fuck @NBCNews &amp; @SavannahGuthrie https://t.co/LM5F2s2d5a
"
247316,"Savannah is a total Biden puppet &amp; slave.  She is part of the corrupt, criminal Cabal!
"
247337,"I am not going to watch the next debate.  Dr. says not to double up my blood pressure meds.
"
247358,"This debate i mean townhall is so unfair!
"
247367,"I thought this was a townhall meeting not a debate...maybe I missed something? Guthrie thinks this is her town?
"
247436,"Flipped to the Biden debate for fun...where did he teach constitutional law?? He just said he taught it for 21 years??
"
247525,".@SavannahGuthrie is doing worse with the #TrumpTownHall than Chris Wallace did with the debate.
"
247581,"Omg! So disrespectful! Not professional at all! So over it! Disgusted and seriously worried for our country!
"
247679,"@CalebJHull Town halls are stupid,they could have had a live debate.savanha is horrible
"
247713,"Greg, Biden is at a town hall, President Trump is at a debate with a very disrespectful BITCH!
"
247780,"@DC_Draino Thought this was a townhall not a debate with Savanah Guthrie!
"
247817,"Trump is winning the debate.
"
247885,"The only constructive thing one can do with a madman or a fool in an ABC debate: Ignore his entire being.
"
248009,"@katiecouric Blame it on the Debate Commission then!
"
248065,"@greggutfeld Best debate ever!!!
"
248161,"#TrumpTownHall Savannah Guthrie is winning the debate with Donald Trump
"
248195,"Agree @SavannahGuthrie
"
248435,"Yesses
"
248485,"@greggutfeld Yeah, another BS ""debate"" on NBC.
"
248719,"@RedCupShawty @robbystarbuck He quit the debate because it was virtual.
"
248732,"I thought President Trump was going to do a Town Hall on NBC tonight.....had no idea he was going to do a debate with Savannah Guthrie!!!!
"
248809,"Is this a town hall or a debate with Guthrie?
"
248820,"The saskatoon mayoral debate looks and sounds like something I'd download off the piratebay
"
249089,"And pudding!
"
249092,"The first and last time I'll watch @NBCNews @NBCPolitics #NBC.
"
249130,"THATs why t cancelled. The difference between the 2 in how they interact with voters is night and day
"
249216,"@Feisty_FL  will you be at the debate?????
"
249263,"I just learned that ""Trump Townhall"" means ""debate with Savannah Guthrie""
"
249306,"@SavannahGuthrie this a town hall. Not a debate between you and Trump. #shutup
"
249323,"@IngrahamAngle President should stop answering her questions and tell her he's not going to debate her.
"
249342,"@themaxburns Debate commission canceled it dumbass
"
249376,"I would have followed up with, ""it wasn't that long ago.  Are you having memory issues?""
"
249446,"@FrankLuntz Both suck, Savannah makes it a debate show with President
"
249527,"@RadioFreeTom She better be ready for her 15 minutes of infamy after this debate.
"
249556,"Good one.
"
249602,"Wow!  Trump is actually losing a debate with...Himself! 
"
249614,"Guthrie somehow makes Wallace look good.  Amazing.
"
249776,"@matthewjdowd @jonfavs Losing debate with self
"
249858,"RT @dkg153: Would-Be Debate Moderator Suspended After Admitting He Lied About Being Hacked https://t.co/cDYTawqLYQ
"
250184,"She is interrupting him when he is answering the guests. It is so unmannerly.
"
250691,"@Bradizpro nbc throw extra money to savannah guthrie to debate trump tonight? or to let ppl ask questions?
"
250731,"Trump, trailing Biden significantly, skipped the virtual debate which was an opportunity for him to gain ground. https://t.co/sLzeF1YyTy
"
250790,"#TrumpTownHall Trump is not doing a Town Hall....He is doing a Debate with Guthrie and her Producers...Disgusting display..FAKE TOWN HALL
"
250930,"Crazy Uncle Donny is unglued. 
"
250936,"So true!!!
"
251368,"@IngrahamAngle This is not a #TownHall it is an attempted ridiculous debate with an unprofessional NBC reporter.  #Trump2020
"
251521,"@patton6966 Is tgat why Mrs Biden put on her mask before hugging her husband after the Trump debate? Is Biden a superspreader?
"
251699,"Any questions on Court Packing?  Judge Amy Barrett?  Joe Biden using his position to enrich son Hunter Biden?
"
251747,"@JustAddThe1 @megynkelly She's supposed to let people ask questions not debate the President
"
251763,"Alright.
"
251765,"RT @BrianJohnsonMPA: This.
"
251897,"Not a debate, an interrogation. Guilty of standing up for the American people.
"
251954,"RT @Rugbyfish33: Is everyone enjoying the debate between POTUS and Savannah Guthrie?
"
251969,"So Joe Biden couldn't do an in-person debate with Trump causing it to be canceled, but he can do an in-person town hall instead? 
"
252181,"Voters are just props so that @SavannahGuthrie can debate POTUS
"
252226,"@lyndseyfifield Yeah, @SavannahGuthrie  will never be elected to office with a debate performance this awful.
"
252327,"Is this scully's wanna be debate or a dam accusary neurolinguistic battle? Why isn't there ever a neutral interrogator for the past 4 years?
"
252392,"@DC_Draino Is very confusing is a debate or a tonw hall?
"
252405,"Not watching either debate since I already voted, but I do have one open for ratings, out of spite.
"
252650,"@MamaColandene Oh there is a debate tonight. But not by Trump and Biden. The bias is unreal
"
252680,"Deleting tweets is like running from a fight...debate me!!!!
"
252776,"@SharylAttkisson NBC debate between Trump and moderater. I thought it was supposed to be a townhall?
"
252843,"RT @StrokerAceKid: Watching this  #TrumpTownHall and it seems more like a debate with the reporter than a Town Hall. Smh
"
252867,"@SavannahGuthrie What a joke! As usual, you want to debate and not interview.  Do your job!
"
252915,"@hodgetwins They get on Trump for interrupting during the debate and that's all she has been doing. Media Trash
"
253152,"@adamnagourney Another example of absolute cluelessness of @nytimes to understand how bad @SavannahGuthrie is in this debate.
"
253181,"#SavannahGuthrie and NBC suck ass
"
253211,"Trump is clearly losing this debate.
"
253336,"It should #CrookedJoeBiden
"
253406,"Everything you need to know about the NBA GOAT debate https://t.co/ceeHGDF9S8 https://t.co/liWEpbXCSD
"
253481,"Congratulations Chris Wallace.  This woman has completely relieved you of any and all heat for your performance as a debate moderator.
"
253535,"I hope the Federal Election Commission is charging NBC and the Biden campaign for this donation
"
253571,"@robbystarbuck He shouldn't have refused to participate in the virtual debate.
"
253694,"@jennfranconews @OANN Self declared debate queen!
"
253897,"RT @VinnyGolf: @MZHemingway I thought this was supposed to be a town hall for voters to ask questions, not a debate with Savannah Guthrie.
"
254000,"RT @kenevans8: This is ok , but not a debate.  Such bs https://t.co/za4NYcr3cV
"
254146,"RT @ryanbeckwith: One difference between the debate and the separate town halls: The networks get to sell ads tonight.
"
254234,"RT @AZSun4Trump: How MUCH of this debate .@SavannahGuthrie will you USURP so you can talk about MASKS! @FuctupMike @HHinKL
"
254310,"Exactly!!
"
254340,"FACT CHECK: YOU ARE LYING! Now you are suffering with SELECTIVE MEMORY!!!
"
254401,"#SavannahGuthrie is so hostile to President
"
254408,"Hey @NBCNews, your debate moderator SUCKS! #TrumpTownHall
"
254419,"You'd think that at least they'd get sound quality right. What incompetence!
"
254456,"So Donald Trump has now had to debate Joe Biden, Chris Wallace and Savannah Guthrie ahead of the election...
"
254550,"RT @richardmarx: Because #BoycottNBC #BoycottTrumpTownHall https://t.co/qUwS4OKNlW
"
254733,"@dontaivios We should debate
"
254738,"Trump is losing at his stand alone debate right now. I should have recorded his press conference for giggles
"
254780,"@greggutfeld I'm trying to figure out why in the he'll the President of the United States has to debate Savannah Guthrie! Total BS
"
254807,"@pedsscrub @feliciasonmez @esaagar Except the debate he pussied out of. Keep suckling on your bunker baby.
"
254905,"@NBCNews This is a debate not a town hall. 
"
254973,"Hey @NBCNews...hate to tell you but @SavannahGuthrie lost the debate tonight
"
254988,"RT @mikenelson586: You know, it could have been a debate if your guy hadn't backed out, so.... https://t.co/B5fPGkWc5X
"
255057,"RT @AultmanRex: tune in to NBC and watch President Trump debate Savannah Guthrie
"
255080,"The NBC ads for third presidential debate carry a fairly big assumption there will be a third debate
"
255098,"FOX Bet Super 6 presidential debate contest returns, and your question could be used in the game
"
255143,"@matthewjdowd @jonfavs Watching @JoeBiden while reading the melt down happening on NBC. 
"
255159,"We did similar thing few months ago in Poland before election when candidates declined to debate together.
"
255230,"@willchamberlain @alexhamilton74 President Trump is handling two events tonight: a town hall as well as a debate.
"
255282,"@BEVHOWARD40 He's doing a great job. So glad there wasn't a damn debate with #MangoMussolini.
"
255388,"THIS
"
255494,"@GerryCallahan @POTUS Well, Trump was scared to debate Joe.
"
255507,"Fun fact: if you play the Biden and Trump town halls side by side in two browser windows it sounds just like the first debate
"
255647,"@liquidlaugh She literally said that it should have been a debate, so she feels validated in debating him...!!!!
"
255866,"@KristinBTate Because she is retarded not much of debate more like special needs council session. #VoteTrump2020
"
256050,"@therecount IM LISTENING TO THE BIDEN DEBATE ON ABC https://t.co/W6PthuPlDX
"
256063,"@proudcanadian02 @AriFleischer You mean like Trump was in the first debate???
"
256100,"Hopeless halfwit!
"
256319,"RT @DebraMMason1: Is this a Townhall or is Savannah Guthrie going ro ask stupid questions and debate the President all night?
"
256565,"RT @sav_says_: So Donald Trump has now had to debate Joe Biden, Chris Wallace and Savannah Guthrie ahead of the election...
"
256590,"True!
"
256802,"It is a debate between Savannah and the president
"
256862,"@latimes Not a debate. @POTUS Trump chickened out. Weakest president in U.S. history.
"
256926,"RT @ChangeNow29: So, no he did not test negative before the debate
"
256941,"RT @zeroultra4: Biden, Trump hold town hall events after second debate cancelled https://t.co/I6nwe32Nrq https://t.co/S358Scm6KQ
"
256989,"Trump says he doesn't remember being tested for COVID-19 before first debate https://t.co/nlw8aQMZso
"
257005,"Ok we can debate it, I just like making bold statements lol
"
257053,"This says it all.
"
257099,"Right?
"
257362,"@RealRLimbaugh @realDonaldTrump from what i see and hear, he would have been more cunning to agree to the real debate, lol.
"
257620,"What town?  Caracas?
"
257706,"The moderator is Rude and Arrogant! You should have walked off! You deserve Respect
"
257885,"@HarrisonLansing @atrupar Bet he must feel really stupid for turning down the virtual debate, and making a fool of himself at the same time
"
257984,"Then why did they let him in. No test no entry. People are fucking cowards.
"
258002,"RT @marjoriesba: Any questions on Court Packing?  Judge Amy Barrett?  Joe Biden using his position to enrich son Hunter Biden?
"
258511,"Watching the #Trump2020 #Townhall and realizing this isn't a town hall...it's the debate #SleepyJoe wouldn't have #MAGA
"
258573,"@AriFleischer SHOULD HAVE DONE THE DEBATE ... OH WELL!
"
258796,"RT @Patrici76267702: The moderator is Rude and Arrogant! You should have walked off! You deserve Respect
"
258816,"@MZHemingway So, it's like watching Trump in the first debate?
"
258830,"SOMEONE IN HIS TEAMS MISSLEADING TRUMP WHO WOULD AGREE TO THIS HITJOB BY DEMOCRATS!!
"
258899,"@l78lancer @GunnyJ I really miss decency, diplomacy and civil discourse and debate.
"
258942,".@SavannahGuthrie Is showing herself to be a biased spewer.  She is debating instead of moderating.
"
258977,"RT @_ErikaLeigh: Savannah should moderate every debate going forward.
"
259014,"RT @npv708: Isn't this like Iowa Politics 101? https://t.co/qePcZJSYqS
"
259029,"@IngrahamAngle @BobBaileyPC What moron tweets this hours before he's going to be on a program he _agreed_ to? https://t.co/MPs5Hxm8jT
"
259073,"@Jimbo_Wise @SavannahGuthrie Next week debate will be more of the same with Kristen Welker.
"
259090,"@dbongino The Guthrie\Trump debate is wild. The town hall is 7 audience questions and her yelling at trump for 45 mins. #SavannahGuthrie
"
259284,"Who doesn't know their own question? #debate #trumptownhall
"
259373,"Is this a Trump Town Hall or is it moderator vs Trump debate?  Holy she is biased https://t.co/E02yHzVZyZ
"
259488,"@ChrisStigall @BbBarbb She acts like this is a debate between her and Trump
"
259526,"@SRuhle You're worthless as a town hall debate host.  It's all about a bunch of gottcha questions.  No substance
"
259550,"RT @Dream: my proposal is we have FREE MINECRAFT FOR ALL. neither of these fools would beat me in a debate
"
259749,"Good job @JoeBiden in debate ...
"
259756,"Jacinda Ardern is NZ's greatest Prime Minister ever.
"
260032,"two observations from this debate debacle:
"
260055,"@apixelpusher I miss the VP debate at least they both seemed lucid
"
260084,"This is like saying the house is doing much better now that the fire is done leveling it.
"
260119,"@GaylaSalyers @FrankLuntz Sounds like she's doing to Trump what he did to the moderator and Biden in the debate.
"
260258,"RT @gewuf_nomore: @greggutfeld So I guess there was a debate tonight, after all. Trump vs. the world.
"
260312,"RT @MuseSeeking: @davidmackau The Presidential Debate Commission is done.
"
260325,"@BeschlossDC @BidenReps Alas, it's not a debate.
"
260415,"Debate night essentials: 
"
260419,"I'd rather hear  2 bricks rubbing together than that woman's nasally voice. She's having a debate not a townhall.
"
260662,"RT @moll1021: This definitely beats the Trump Wallace debate
"
260673,"@MZHemingway She is so unprofessional!!  This is a debate with Guthrie not a town hall.
"
260830,"RT @OGJaneSays: Trump is winning the debate against @SavannahGuthrie
"
260889,"Yes! Let's talk climate #MESen debate. Sara Gideon is strong on our climate fight. https://t.co/FVL5NNZ5p7
"
260960,"The wheels are falling off MSM, and I love it!
"
261168,"This women on NBC is a BRUT  attacking him at all cost
"
261180,"@MZHemingway She seems to be trying to have her own debate!
"
261216,"RT @BeAccountable4u: I hope the Federal Election Commission is charging NBC and the Biden campaign for this donation https://t.co/3UHVYbpfnG
"
261359,"RT @PettitPaula: She is unprofessional and makes me worry more for our country! https://t.co/nh2IZEYh5z
"
261405,"@greggutfeld He could have... you know...done the virtual debate instead.
"
261554,"RT @mikemor22: Was I mistaken? Does the #TrumpTownHall start at 9 and he has to debate the moderator from 8-9?
"
261625,"@NBCNews is showing their extreme bias and hate of @realDonaldTrump
"
261660,"no debate. instead: separate, simultaneous town halls. truly a reflection of the state of our country right now.
"
261745,"That must be why @SavannahGuthrie decided to make it a debate between her and @realDonaldTrump.
"
261763,"Not even a question! Could of had Texas by itself and still wouldn't be a debate
"
261827,"@packer_super @AmyKremer So why would he do a town hall at NBC with her?  He refused to do the debate so why not refuse this?
"
261910,"#BidenTownHall is notably better than the first debate.
"
262096,"RT @Terryblckmnt1: SOMEONE IN HIS TEAMS MISSLEADING TRUMP WHO WOULD AGREE TO THIS HITJOB BY DEMOCRATS!!
"
262163,"RT @BoeJiden_2020: .@SavannahGuthrie is doing worse with the #TrumpTownHall than Chris Wallace did with the debate.
"
262278,"@ASparklyWTF @IngrahamAngle @JoeBiden Did he get any tough questions? Is it a townhall or has the reporter decided to debate instead?
"
262412,"RT @reclaimthefight: This is like saying the house is doing much better now that the fire is done leveling it. https://t.co/O8zPKWAyyv
"
262512,"@1776Stonewall See... it was a debate night after all. At least for one of the candidates.
"
262772,"Parliament stirred up over minimum wage debate again as WP defends its proposal https://t.co/lPXQcCouOU via @TODAYonline
"
262791,"Why is NBC letting Savannah hold her own debate?
"
262873,"Wait so twitter went down during a debate? Sus
"
262940,"Should have agreed to a virtual debate. Town Hall not a good look! #ResignNowTrump
"
263003,"RT @KEEMSTAR: And boom @VP just won the debate!
"
263209,"@JennPellegrino ..watching the Trump Guthrie debate
"
263255,"She is so disrespectful.
"
263260,"RT @scientificrealm: @realDonaldTrump Who should Trump really debate?
"
263272,"RT @DavidGMcGreevy: Wow!  Trump is actually losing a debate with...Himself! 
"
263313,"It's hilarious to me that Twitter ""verifies"" total nobodies. Who the hell is Frank Lantz? Who cares?
"
263406,"RT @FannyG187: Alright.
"
263435,"@zaroda55 @DLoesch @SavannahGuthrie There are a bunch of them floating around twit after the last debate.
"
263498,"First debate: is an absolutely unprecedented, full-fledged disaster
"
263508,"Presidential Debate Moderator Suspended After Blatant Lie https://t.co/MABqFfUueC via @AmActionNews.
"
263522,"@MZHemingway I think Trump is losing the debate...Hahahaha
"
263533,"He should have Tucker..
"
263538,"After Biden's debate, I picture he and Stephanopolis sharing a cigarette and falling asleep in each other's arms.
"
263577,"RT @surfordiebrah: @SharylAttkisson @BlazeKush325 The debate was never cancelled They just replaced Chris Wallace and Biden with Savanna
"
